battery_id,manufacturer,chemistry,capacity_kWh,charge_cycles,avg_temp_celsius,discharge_rate_c,charge_rate_c,avg_soc_percent,storage_time_months,fast_charge_ratio,calendar_age_years,capacity_retained_percent
BAT001536,Tesla,LFP,69.98,1642.0,27.88,1.706,1.088,79.53,1.8,0.148,0.64,82.27
BAT013765,BYD,NMC,68.7,647.0,36.94,1.013,0.594,70.17,23.3,0.287,4.94,81.07
BAT003880,Panasonic,NMC,70.88,663.0,24.53,2.135,0.707,46.75,1.2,0.084,4.52,89.76
BAT007436,Samsung SDI,NCA,83.12,758.0,35.59,1.473,0.967,65.04,0.4,0.41,4.4,75.5
BAT005303,BYD,LFP,60.46,2274.0,17.16,0.5,1.657,,1.4,0.146,,80.12
BAT008910,Samsung SDI,LFP,87.09,722.0,18.16,1.219,1.593,,1.7,0.332,2.59,90.12
BAT012857,BYD,LFP,74.27,702.0,22.65,0.83,0.5,37.99,1.1,0.342,0.1,91.93
BAT009408,CATL,NCA,76.69,1002.0,24.33,0.91,1.14,48.3,0.5,0.073,0.1,84.44
BAT001300,CATL,LFP,65.02,453.0,27.42,2.109,1.015,52.18,,0.343,1.19,88.34
BAT006740,Samsung SDI,NMC,58.61,775.0,17.21,1.703,1.062,27.79,4.7,0.099,2.06,90.32
BAT006274,CATL,LFP,73.96,1061.0,36.1,,1.243,64.58,4.4,0.138,,81.14
BAT005500,CATL,NMC,105.72,1123.0,34.65,1.049,0.819,68.54,1.4,0.298,1.65,80.29
BAT009231,,NMC,85.01,651.0,22.4,0.72,0.903,45.78,0.8,0.299,1.22,91.01
BAT014970,CATL,NMC,83.36,697.0,15.1,0.5,0.869,41.11,2.4,0.356,1.04,87.29
BAT010047,Panasonic,NMC,67.23,160.0,,1.034,1.718,65.03,0.6,0.717,1.39,86.35
BAT006935,Samsung SDI,LFP,86.37,605.0,40.16,,0.5,60.73,,0.223,0.7,91.44
BAT008184,Samsung SDI,NMC,91.49,725.0,,0.5,0.563,75.07,6.0,0.141,0.57,89.92
BAT010702,LG Chem,NMC,71.65,840.0,19.09,2.354,0.721,41.1,1.7,,3.89,79.99
BAT012003,Panasonic,NCA,79.42,450.0,21.8,0.5,0.5,66.29,5.7,0.213,4.45,86.35
BAT001481,BYD,NMC,67.01,380.0,35.75,2.165,0.841,64.38,0.9,0.392,1.5,90.28
BAT002794,Panasonic,LFP,92.99,386.0,25.54,1.662,0.687,49.81,4.6,0.473,0.22,120.82
BAT001602,Panasonic,LFP,102.26,571.0,27.12,0.503,1.205,53.07,12.3,0.411,2.95,87.14
BAT014675,Tesla,NMC,72.18,475.0,25.69,1.405,1.11,48.08,2.7,0.682,0.42,89.53
BAT005092,Tesla,LFP,70.41,629.0,26.17,1.136,1.044,66.61,12.2,0.065,2.08,86.88
BAT007984,,NMC,,349.0,30.15,0.5,0.5,30.29,,0.339,0.2,93.01
BAT007068,LG Chem,NCA,76.43,469.0,29.36,0.5,0.822,46.94,2.9,0.517,0.1,84.89
BAT006805,LG Chem,NMC,80.48,1595.0,21.85,1.945,1.089,57.12,5.5,0.116,3.8,80.3
BAT002330,Tesla,,75.85,645.0,6.32,0.754,1.391,89.07,2.4,0.572,,87.17
BAT008553,CATL,NMC,40.0,844.0,23.32,1.229,0.747,54.26,0.9,0.444,0.12,85.06
BAT008338,LG Chem,LFP,74.49,830.0,21.84,1.509,1.872,34.3,1.4,0.18,1.37,91.23
BAT009248,LG Chem,LFP,81.99,704.0,25.15,0.5,0.781,67.13,8.6,0.341,1.81,87.13
BAT010782,LG Chem,NMC,59.09,716.0,29.13,1.015,1.261,57.99,0.2,0.202,0.17,89.59
BAT003662,LG Chem,NCA,102.45,437.0,26.45,0.539,0.632,69.73,6.0,,2.02,90.51
BAT008438,Tesla,NMC,78.07,635.0,,1.081,0.5,73.54,4.3,0.295,0.33,91.3
BAT012268,Panasonic,LFP,74.52,681.0,31.32,0.733,1.26,67.4,0.6,0.206,2.19,87.66
BAT000556,LG Chem,LFP,103.23,813.0,23.67,0.695,1.582,48.3,1.0,0.049,0.29,94.8
BAT004826,Tesla,LFP,64.71,567.0,15.01,1.325,,45.82,2.9,0.33,2.24,89.3
BAT001164,BYD,NMC,89.34,875.0,24.74,0.59,1.164,64.73,3.6,0.068,3.74,83.34
BAT005681,Panasonic,NMC,85.55,556.0,26.91,,,37.87,5.7,0.177,1.09,89.77
BAT009590,BYD,LFP,80.79,443.0,5.4,1.74,1.08,73.68,0.2,0.329,12.0,80.41
BAT004716,Panasonic,NMC,68.71,,26.61,0.598,1.024,66.65,0.2,0.101,1.22,93.02
BAT000398,LG Chem,LFP,49.35,125.0,33.74,1.027,1.156,59.28,0.5,0.397,1.64,92.78
BAT011632,Samsung SDI,NMC,70.32,50.0,23.44,1.49,0.87,47.85,9.0,0.39,0.67,94.61
BAT002507,BYD,NMC,78.93,1060.0,6.88,1.75,1.746,53.3,1.6,0.565,0.64,78.0
BAT013203,CATL,NMC,95.8,693.0,21.34,1.178,1.071,65.42,,0.135,3.25,88.23
BAT003837,Samsung SDI,NMC,87.48,876.0,32.9,0.5,0.5,49.93,2.3,0.079,0.32,86.93
BAT014026,Panasonic,NMC,72.37,1393.0,28.55,1.027,0.5,66.07,1.8,0.168,1.73,83.56
BAT009194,BYD,NMC,78.02,1991.0,23.81,0.821,1.611,52.43,5.3,0.05,0.97,80.06
BAT003011,CATL,LFP,40.0,1332.0,14.44,0.5,1.124,62.64,0.8,0.212,3.01,84.54
BAT010227,CATL,NMC,85.13,574.0,36.41,1.759,0.552,46.46,4.7,0.372,1.24,87.81
BAT000724,BYD,NMC,93.37,445.0,32.35,1.442,1.562,53.32,1.2,0.375,1.81,88.25
BAT000301,Tesla,NCA,54.56,783.0,22.19,1.063,1.503,64.44,0.7,0.445,2.33,82.02
BAT012591,Samsung SDI,NCA,92.36,789.0,32.22,0.912,1.078,39.63,6.7,0.605,1.12,83.17
BAT008909,CATL,LFP,62.01,956.0,32.7,0.5,,90.0,4.2,0.028,1.14,
BAT007329,Tesla,NMC,92.37,814.0,17.98,0.581,1.32,36.11,3.2,0.214,0.73,88.88
BAT004295,LG Chem,NCA,77.04,1473.0,,0.591,1.08,26.4,2.7,0.644,0.42,76.11
BAT008114,CATL,NCA,47.19,548.0,30.37,1.667,1.256,72.32,1.6,0.4,2.05,85.03
BAT004186,CATL,LFP,83.46,460.0,36.73,1.741,0.735,48.26,7.3,0.247,0.68,
BAT013489,Panasonic,LFP,60.21,420.0,26.23,2.208,0.907,64.14,1.2,0.32,1.75,91.86
BAT006955,BYD,LFP,88.6,695.0,18.78,0.583,1.693,17.79,,0.067,5.24,89.21
BAT008270,CATL,NCA,64.91,457.0,37.01,0.68,0.989,31.05,1.0,0.051,1.42,85.95
BAT014751,Panasonic,NCA,67.02,785.0,32.52,1.884,1.168,53.83,2.4,0.218,1.86,85.93
BAT003143,,LFP,81.69,988.0,35.74,1.558,1.245,54.35,1.5,0.023,1.37,87.33
BAT009940,BYD,NMC,57.81,,31.84,0.722,0.881,52.37,0.6,0.713,5.47,82.76
BAT014328,,LFP,67.13,583.0,23.69,0.697,1.392,55.94,2.7,0.504,3.5,84.41
BAT011207,BYD,LFP,89.52,803.0,36.22,0.5,1.183,36.71,4.2,0.611,1.15,82.52
BAT003206,BYD,NMC,88.93,474.0,23.68,0.5,1.09,49.76,0.8,,5.97,87.26
BAT004956,BYD,NCA,84.38,618.0,30.16,1.41,0.503,59.78,2.4,0.104,0.71,88.15
BAT004583,BYD,LFP,70.42,264.0,24.01,1.1,0.583,41.58,6.3,0.244,0.1,
BAT013602,Tesla,NMC,70.32,850.0,26.72,1.376,1.215,76.21,0.4,0.386,0.58,87.84
BAT007368,CATL,NMC,91.87,268.0,23.87,1.241,1.343,56.4,2.7,0.255,0.57,96.07
BAT014946,Samsung SDI,NMC,89.71,881.0,24.8,0.5,0.804,52.17,0.2,0.191,4.23,84.25
BAT009771,BYD,NMC,61.41,1173.0,24.4,1.617,1.128,57.33,2.8,0.338,0.69,82.47
BAT014692,Tesla,LFP,78.09,986.0,9.04,1.054,1.066,65.43,8.3,0.391,3.08,91.19
BAT013242,Tesla,NMC,82.9,652.0,24.51,1.168,1.015,,15.7,0.235,0.95,91.0
BAT007434,Panasonic,NMC,67.16,264.0,36.36,1.104,1.272,66.43,8.2,0.04,2.07,91.69
BAT007705,,LFP,78.35,751.0,24.66,0.872,1.025,34.43,2.2,0.127,2.43,93.16
BAT012280,LG Chem,NMC,41.8,602.0,18.13,0.958,0.609,59.57,6.3,0.32,3.96,84.79
BAT001153,CATL,,77.13,931.0,20.96,1.897,0.945,68.07,,0.442,0.88,86.13
BAT014987,BYD,LFP,77.01,912.0,23.13,1.317,1.242,76.98,,0.142,0.35,87.83
BAT006966,Tesla,NCA,61.3,890.0,13.77,1.463,1.123,68.2,3.9,0.177,1.33,83.41
BAT001213,Tesla,NMC,77.88,1905.0,28.17,0.5,0.5,70.27,6.3,0.45,2.14,73.18
BAT004504,Tesla,NMC,87.5,330.0,27.61,0.698,1.118,46.64,4.9,0.351,3.99,85.52
BAT007056,,NMC,60.16,1065.0,20.79,,0.5,38.07,3.4,0.086,2.52,
BAT010119,Tesla,NMC,104.07,370.0,5.09,1.367,0.519,63.48,5.4,0.223,0.92,91.59
BAT012298,CATL,LFP,98.58,617.0,19.32,1.049,1.351,30.01,3.5,0.446,0.63,89.78
BAT014554,BYD,NCA,80.69,571.0,31.96,0.573,1.395,40.77,0.7,0.478,6.08,80.05
BAT005895,LG Chem,NMC,92.82,703.0,38.16,0.979,0.5,51.58,1.1,0.498,0.71,84.6
BAT012128,Samsung SDI,LFP,61.15,340.0,11.28,0.825,0.726,23.56,0.6,0.016,,94.48
BAT008638,LG Chem,NMC,77.25,699.0,19.61,2.156,0.827,85.67,2.9,0.112,0.2,93.5
BAT013929,BYD,NCA,75.52,1527.0,18.08,2.021,1.157,17.61,0.5,0.177,1.11,77.17
BAT005428,Panasonic,NMC,86.29,374.0,17.1,1.025,0.81,59.2,1.6,0.149,12.0,78.2
BAT013698,Panasonic,NCA,50.71,577.0,27.62,0.799,0.575,62.08,7.0,0.312,0.51,89.22
BAT010935,LG Chem,,80.66,757.0,18.87,,1.078,44.41,12.6,0.12,1.4,92.87
BAT000666,Tesla,LFP,51.93,424.0,19.23,1.761,0.5,63.05,1.4,0.193,6.67,88.54
BAT013534,Panasonic,LFP,67.89,831.0,10.94,1.222,2.056,36.79,0.9,0.038,0.81,88.14
BAT007217,CATL,NMC,74.13,906.0,41.47,,0.89,48.45,3.5,0.053,1.38,
BAT005995,Tesla,NMC,51.41,576.0,24.97,0.981,0.5,66.91,3.1,0.253,4.49,87.42
BAT000643,Panasonic,NCA,40.0,208.0,35.6,1.034,0.953,70.84,1.5,0.133,1.03,93.28
BAT013875,LG Chem,LFP,66.19,1247.0,21.95,0.843,,39.18,22.3,0.337,0.1,89.27
BAT003768,LG Chem,NMC,44.71,669.0,18.93,0.5,1.434,66.85,3.1,0.184,0.63,91.95
BAT004273,Tesla,,94.63,433.0,22.32,1.676,0.5,53.41,3.8,0.098,0.28,93.24
BAT014347,Tesla,NMC,70.89,1408.0,41.54,0.5,1.692,41.34,1.8,0.12,6.42,70.35
BAT014508,Panasonic,LFP,71.66,1021.0,30.09,1.833,1.178,71.36,4.3,0.352,0.15,86.92
BAT006124,Samsung SDI,LFP,69.5,853.0,10.11,1.287,1.942,71.16,3.3,0.168,0.32,92.26
BAT008332,CATL,LFP,69.54,773.0,28.89,,1.582,52.15,4.6,0.247,1.6,86.45
BAT000787,CATL,NMC,68.29,162.0,21.49,1.489,0.631,78.8,4.0,0.326,1.35,94.18
BAT002858,Tesla,LFP,57.16,853.0,24.02,0.856,1.439,81.98,2.1,0.184,2.39,90.43
BAT006113,,LFP,82.3,467.0,24.08,0.828,0.596,62.21,1.9,0.272,0.1,99.2
BAT010613,Tesla,NMC,77.81,404.0,18.77,2.367,0.836,56.02,4.2,0.361,,93.28
BAT003203,Tesla,NCA,67.57,149.0,28.44,,1.115,84.52,3.4,0.406,3.18,89.54
BAT012932,BYD,NMC,59.28,621.0,21.73,0.5,0.541,28.62,5.9,0.157,3.12,89.37
BAT008917,LG Chem,NMC,88.94,1077.0,38.12,0.923,0.838,57.31,4.1,,8.2,74.87
BAT010316,CATL,NMC,85.18,564.0,24.12,0.5,1.179,45.99,4.2,0.021,1.75,90.51
BAT007601,CATL,LFP,67.89,236.0,11.3,1.181,0.864,22.93,4.1,,1.17,94.01
BAT004188,CATL,LFP,73.83,951.0,32.98,0.572,1.131,48.86,7.1,0.586,3.22,80.24
BAT007854,Panasonic,,56.95,50.0,24.81,,0.987,78.25,0.6,0.506,3.03,
BAT013257,Tesla,NMC,40.0,339.0,34.14,0.5,1.368,49.3,8.0,0.07,2.1,91.29
BAT012432,Tesla,LFP,80.25,843.0,24.27,0.517,0.848,42.66,7.5,,5.95,84.05
BAT004825,CATL,NMC,97.49,,31.56,0.5,1.402,59.42,5.0,0.028,0.63,
BAT008333,BYD,LFP,48.12,1587.0,48.06,2.086,0.957,58.52,2.9,0.534,0.86,77.63
BAT006068,Panasonic,NMC,,112.0,29.75,0.668,1.027,57.83,13.7,0.041,0.43,98.47
BAT002906,Tesla,NCA,78.4,227.0,12.73,1.417,1.423,34.09,0.7,0.113,3.9,89.71
BAT004627,Panasonic,NMC,81.8,50.0,24.81,0.5,1.757,50.96,12.9,0.34,1.69,91.67
BAT009636,Tesla,NMC,76.82,572.0,22.16,0.5,1.121,63.64,0.4,0.174,0.54,92.28
BAT000997,Samsung SDI,LFP,65.78,855.0,23.67,0.619,0.619,,4.1,0.021,0.66,89.91
BAT007132,LG Chem,NMC,89.98,615.0,27.65,1.499,0.975,,2.7,0.046,4.11,84.88
BAT013514,BYD,NMC,,288.0,28.01,1.361,1.485,61.45,0.1,0.401,3.2,89.98
BAT014514,Panasonic,NCA,,614.0,22.74,1.315,,72.79,,0.373,4.23,80.93
BAT007247,CATL,LFP,70.03,690.0,32.12,0.5,1.319,59.35,1.3,0.289,2.07,88.67
BAT010703,Tesla,LFP,86.23,382.0,27.24,0.76,0.861,56.56,0.5,0.226,2.5,92.52
BAT006409,LG Chem,NCA,90.51,1065.0,19.93,0.905,1.755,43.64,0.5,0.355,2.31,83.13
BAT007788,Samsung SDI,NCA,74.67,764.0,7.82,1.472,1.111,44.44,0.4,0.358,2.19,86.76
BAT006251,LG Chem,LFP,68.38,674.0,19.33,0.741,0.657,43.61,1.0,0.365,2.67,88.79
BAT009206,Tesla,,89.5,561.0,26.44,1.125,0.972,68.41,2.9,0.207,3.31,91.32
BAT008056,LG Chem,NMC,83.69,1141.0,37.78,2.284,1.257,48.89,5.9,0.068,0.78,83.51
BAT014297,BYD,NMC,71.85,386.0,29.49,0.5,0.766,52.29,9.7,0.333,1.4,89.39
BAT005524,LG Chem,LFP,61.93,673.0,19.88,0.5,1.594,28.31,8.6,0.13,1.07,91.42
BAT013090,LG Chem,LFP,83.88,522.0,41.36,1.698,0.762,61.32,0.1,0.484,4.39,86.09
BAT007506,Samsung SDI,LFP,92.76,1051.0,16.09,1.284,0.708,23.78,1.2,0.35,3.46,82.27
BAT000157,CATL,NMC,66.74,664.0,12.54,0.833,1.378,60.05,6.2,0.082,0.89,89.06
BAT009869,Samsung SDI,NMC,76.84,1079.0,24.45,0.5,,56.08,6.7,0.383,1.62,81.95
BAT003086,CATL,NMC,90.47,438.0,30.06,2.069,0.998,60.51,,0.076,5.64,89.28
BAT010426,BYD,NMC,71.56,528.0,35.04,1.439,0.943,55.26,0.8,0.1,0.16,92.57
BAT001553,BYD,NMC,71.74,1830.0,24.26,0.5,0.581,56.99,0.2,0.146,1.7,79.26
BAT008775,Samsung SDI,LFP,66.58,641.0,17.75,0.5,1.708,66.72,3.3,0.258,0.1,89.64
BAT014599,LG Chem,LFP,62.08,686.0,19.17,1.014,0.616,63.79,6.8,0.175,0.34,91.53
BAT000496,Panasonic,LFP,89.76,567.0,35.26,0.595,0.612,,3.0,0.219,2.65,88.86
BAT002322,BYD,NMC,76.16,328.0,20.15,1.256,0.981,,,0.443,0.47,90.06
BAT000913,CATL,LFP,90.53,246.0,30.95,1.72,1.207,57.27,3.2,0.014,0.89,94.89
BAT009045,LG Chem,NMC,95.94,671.0,41.34,0.981,,45.18,6.4,0.422,5.27,
BAT000152,Panasonic,NCA,86.82,381.0,33.13,2.484,0.795,54.63,2.6,0.452,0.13,88.72
BAT013271,Tesla,NMC,85.67,1008.0,30.38,0.707,1.123,56.24,2.7,0.132,2.77,82.04
BAT011380,,NMC,84.45,668.0,21.37,1.197,1.06,43.34,2.4,0.345,8.13,75.69
BAT010244,Panasonic,NMC,73.59,426.0,22.51,1.79,1.692,64.28,10.2,0.234,0.1,94.2
BAT001739,Panasonic,LFP,108.54,1791.0,32.51,0.5,0.84,45.16,7.9,0.543,1.9,78.97
BAT003002,BYD,NMC,61.77,196.0,17.86,1.598,1.551,26.79,11.4,0.595,0.39,93.79
BAT009264,CATL,LFP,88.3,605.0,,0.5,1.633,52.59,9.2,0.083,3.91,89.08
BAT006962,LG Chem,NMC,96.23,358.0,16.03,1.046,0.5,70.6,8.6,0.829,4.81,82.12
BAT013524,BYD,NMC,79.66,781.0,,0.884,1.767,70.37,6.2,0.389,1.66,87.1
BAT002884,Tesla,LFP,57.76,453.0,14.83,0.92,0.615,,0.7,0.095,1.62,95.43
BAT003721,Panasonic,NCA,70.2,1063.0,28.47,1.003,0.683,90.0,5.3,0.382,0.47,78.5
BAT007128,Panasonic,NCA,69.2,1256.0,40.56,0.5,1.561,52.02,4.2,0.216,0.39,75.31
BAT000889,Tesla,NMC,73.39,929.0,26.98,0.5,0.933,61.67,,0.62,5.6,80.76
BAT005472,Panasonic,NMC,91.86,350.0,10.57,2.406,0.816,38.76,5.5,0.491,1.78,86.82
BAT003202,LG Chem,LFP,62.07,524.0,21.55,0.5,0.694,,1.8,0.142,2.52,92.78
BAT009697,Panasonic,LFP,72.81,626.0,27.75,0.813,1.09,72.65,0.8,0.23,5.99,85.89
BAT004824,LG Chem,NMC,47.15,556.0,37.89,0.5,1.185,90.0,0.8,0.165,0.78,88.6
BAT004705,LG Chem,NCA,62.78,526.0,14.26,0.555,1.54,,3.1,0.566,0.1,84.34
BAT000344,LG Chem,NMC,64.16,259.0,32.7,1.097,0.615,82.25,5.6,0.518,2.2,87.85
BAT004137,,NMC,55.53,1633.0,26.82,1.29,1.234,,20.7,0.122,1.82,80.46
BAT010791,BYD,NCA,46.62,399.0,30.81,1.048,1.209,65.49,2.4,0.269,1.4,89.33
BAT003189,BYD,NMC,59.26,525.0,12.14,,0.856,60.21,0.7,0.202,0.1,95.08
BAT004523,Samsung SDI,NMC,70.64,295.0,22.65,1.803,0.734,55.2,3.9,0.203,1.44,94.16
BAT002224,Panasonic,LFP,65.9,594.0,16.87,0.5,,38.28,,,4.57,85.52
BAT002122,LG Chem,,65.25,,20.45,0.763,1.161,32.63,4.1,0.128,0.84,
BAT006859,Samsung SDI,NMC,62.2,1012.0,24.51,,0.693,54.35,0.3,0.367,0.1,84.36
BAT010386,Tesla,NMC,47.61,1293.0,17.37,0.5,1.598,64.08,1.8,0.257,1.18,86.97
BAT009670,BYD,NCA,46.04,1743.0,26.98,1.22,0.5,53.8,7.1,0.232,4.74,71.82
BAT008914,Panasonic,NMC,61.69,282.0,26.81,0.99,,48.35,1.2,0.528,2.74,89.91
BAT011860,BYD,LFP,82.74,726.0,20.62,0.582,1.062,41.43,,0.199,3.44,87.89
BAT007367,LG Chem,LFP,76.42,1403.0,35.16,0.5,0.911,38.38,1.5,0.248,2.57,82.16
BAT014925,LG Chem,LFP,48.21,609.0,20.52,1.038,1.59,81.93,0.7,0.343,0.11,90.21
BAT004735,LG Chem,NMC,40.0,1075.0,35.3,1.284,0.646,49.41,0.3,0.047,0.48,85.4
BAT001466,Tesla,NMC,66.14,372.0,2.59,1.718,0.815,48.52,22.3,0.089,0.48,92.0
BAT004594,Panasonic,NMC,72.24,404.0,16.33,1.006,1.112,51.54,2.0,0.318,0.26,92.78
BAT003566,BYD,NCA,86.59,656.0,14.14,0.919,0.909,47.86,2.0,0.169,2.11,87.96
BAT005841,LG Chem,NMC,40.8,699.0,15.22,,0.607,54.13,,0.458,4.67,80.36
BAT000284,Tesla,NMC,83.47,634.0,6.88,0.5,0.967,42.05,2.1,0.2,2.11,87.7
BAT013910,Panasonic,NMC,77.91,418.0,21.68,1.358,0.881,,2.5,,,84.59
BAT006176,LG Chem,LFP,70.62,1134.0,31.32,0.838,1.498,47.51,7.8,0.037,1.03,87.56
BAT010291,LG Chem,NMC,,1161.0,43.08,0.964,1.076,27.33,2.3,0.014,2.11,79.42
BAT004152,Tesla,LFP,97.71,646.0,30.47,0.5,1.392,,2.1,0.685,4.42,82.1
BAT014502,Samsung SDI,NMC,68.28,50.0,23.32,0.988,0.945,60.9,0.3,0.66,0.21,92.97
BAT008999,Tesla,NMC,91.17,526.0,27.75,1.034,1.132,40.41,0.8,0.077,3.71,90.18
BAT007377,LG Chem,NMC,56.83,579.0,28.48,,0.966,66.88,0.4,0.054,0.43,93.33
BAT008543,BYD,NMC,63.5,650.0,19.08,0.5,0.858,32.8,1.6,0.112,2.09,88.01
BAT013933,Tesla,LFP,66.71,336.0,20.07,1.446,0.803,52.11,5.3,0.044,2.0,96.45
BAT008765,Tesla,NMC,76.38,433.0,28.52,1.132,1.277,72.15,,0.072,0.52,93.78
BAT003162,Tesla,LFP,77.82,1412.0,27.55,0.759,1.187,64.72,8.1,0.245,2.42,79.98
BAT002631,CATL,LFP,100.01,1067.0,13.1,0.5,0.809,,0.1,,,86.19
BAT011851,Panasonic,NMC,83.23,834.0,32.23,,,67.88,0.7,0.152,6.42,
BAT012766,CATL,LFP,64.61,389.0,21.3,1.018,1.371,45.21,1.0,0.285,3.08,90.96
BAT010395,Tesla,NMC,,1016.0,23.44,0.572,1.115,56.22,2.4,0.459,0.68,84.2
BAT001204,Panasonic,NCA,76.04,569.0,20.98,1.154,0.673,35.27,22.4,0.116,1.32,89.46
BAT013679,LG Chem,NCA,67.11,641.0,20.52,1.27,0.738,56.03,1.6,0.355,0.14,88.73
BAT010166,Tesla,LFP,82.12,547.0,17.69,1.487,0.939,32.95,3.6,0.395,0.39,90.15
BAT000617,Tesla,NMC,62.59,541.0,26.0,1.525,1.024,40.45,0.3,0.071,0.1,93.88
BAT003115,Tesla,NMC,49.33,527.0,36.39,0.5,1.545,52.49,0.4,0.07,6.01,85.71
BAT012126,Samsung SDI,,70.43,,33.36,0.5,1.393,15.66,4.1,0.244,3.24,83.09
BAT007482,Tesla,NMC,63.46,435.0,11.2,0.5,0.5,55.35,1.2,0.234,7.53,85.12
BAT009331,CATL,NMC,76.5,582.0,44.77,0.902,0.5,48.58,1.3,0.05,1.97,85.15
BAT002729,Panasonic,NMC,,916.0,15.77,0.5,0.602,55.9,9.0,0.054,0.45,90.7
BAT012142,Samsung SDI,,,525.0,33.31,0.5,1.015,51.2,2.1,0.179,4.77,85.03
BAT013438,BYD,NMC,103.22,497.0,25.69,1.037,0.526,52.4,0.7,0.275,0.28,90.69
BAT009896,Tesla,NMC,66.27,529.0,20.47,2.084,1.744,57.99,3.8,,2.12,87.19
BAT001358,LG Chem,LFP,65.95,1351.0,33.8,1.34,0.742,,,0.271,3.99,36.53
BAT009568,Samsung SDI,NCA,81.92,1076.0,17.55,1.092,1.116,45.4,2.6,0.542,0.46,78.97
BAT007799,Panasonic,LFP,96.25,412.0,35.32,0.799,0.927,47.83,6.4,0.282,0.61,90.6
BAT011561,LG Chem,NMC,,631.0,33.62,0.502,,50.55,,0.383,3.78,83.04
BAT013413,Tesla,NCA,40.0,731.0,31.48,0.858,1.161,51.01,1.2,0.15,3.83,87.95
BAT001591,CATL,NMC,77.0,1070.0,21.24,1.75,,53.85,0.1,0.175,3.19,83.81
BAT014567,Samsung SDI,NMC,58.87,567.0,,1.327,1.31,50.36,5.7,,0.24,88.08
BAT003141,,NMC,68.28,,20.19,0.5,1.771,70.83,6.4,0.08,0.71,88.77
BAT005339,Samsung SDI,LFP,44.81,1507.0,22.31,0.5,0.979,46.31,17.7,0.323,0.56,85.86
BAT000548,CATL,NMC,88.98,387.0,24.32,1.218,1.295,74.24,2.8,0.202,2.53,91.31
BAT007119,CATL,NCA,84.04,854.0,15.37,1.081,0.863,44.83,11.1,0.237,1.31,83.7
BAT011592,Samsung SDI,NMC,47.44,649.0,29.16,0.579,1.143,43.71,5.9,0.706,2.54,
BAT013884,Tesla,LFP,63.47,730.0,16.89,0.574,0.701,89.87,11.1,0.091,0.1,92.95
BAT000027,Tesla,NMC,76.18,555.0,,2.128,1.09,34.55,5.3,0.072,0.45,90.13
BAT001068,Tesla,NMC,61.48,338.0,38.34,0.719,0.72,21.13,2.2,0.029,0.25,91.57
BAT003919,CATL,NMC,61.3,533.0,7.53,0.5,1.312,42.69,0.8,,0.5,91.2
BAT006605,LG Chem,NMC,,641.0,24.92,,1.106,51.74,5.8,0.345,0.18,90.63
BAT005530,Panasonic,NMC,80.15,56.0,25.45,1.277,1.207,64.68,0.6,0.248,2.08,95.7
BAT006679,CATL,LFP,86.97,1013.0,47.52,1.996,0.5,45.59,3.8,0.105,3.5,83.94
BAT005399,LG Chem,LFP,67.41,350.0,19.72,2.278,1.087,68.02,0.9,0.09,2.94,93.92
BAT008643,Panasonic,NMC,60.25,621.0,39.67,1.065,1.661,39.89,1.2,0.263,4.04,79.42
BAT008082,Tesla,LFP,,800.0,9.31,0.5,0.889,33.2,0.9,0.243,1.28,88.82
BAT009609,Panasonic,NMC,69.05,403.0,19.74,1.397,0.585,,11.4,0.093,0.1,99.48
BAT014216,Tesla,NMC,66.6,658.0,23.6,0.792,1.048,63.42,5.6,0.02,2.52,88.89
BAT000438,BYD,NMC,57.67,521.0,24.16,0.986,1.118,33.47,3.3,0.353,1.86,87.48
BAT014094,Samsung SDI,NCA,82.58,,29.53,0.5,0.933,41.71,8.8,0.157,1.4,88.55
BAT005270,Panasonic,NMC,57.12,487.0,32.23,0.611,1.063,72.58,1.9,0.239,2.37,86.45
BAT001862,CATL,NMC,92.61,757.0,26.04,1.875,1.031,45.42,0.8,0.134,0.61,88.63
BAT010443,BYD,NMC,64.54,1173.0,21.45,0.802,1.406,57.03,2.8,0.124,0.44,88.9
BAT012643,BYD,LFP,112.18,910.0,21.25,0.684,0.81,53.47,1.8,0.242,1.47,90.99
BAT002707,Tesla,LFP,78.49,893.0,34.13,0.992,1.158,39.7,1.7,0.497,1.95,83.6
BAT012672,Tesla,LFP,96.98,155.0,18.63,1.806,1.165,72.19,1.7,0.03,2.19,96.56
BAT005326,CATL,NMC,71.0,240.0,19.53,0.984,1.638,56.2,2.7,0.682,7.86,83.3
BAT006958,CATL,LFP,54.46,593.0,26.07,1.284,0.935,61.99,16.9,0.024,0.77,94.15
BAT011528,BYD,NCA,,1264.0,21.15,2.541,1.213,70.87,4.0,0.123,0.1,83.25
BAT013761,Tesla,LFP,73.64,467.0,15.79,0.5,1.294,60.93,1.0,,0.21,89.51
BAT011897,Tesla,NMC,102.81,533.0,36.13,1.136,1.349,62.07,0.0,0.104,1.49,90.77
BAT009126,Samsung SDI,LFP,67.08,2138.0,34.15,1.138,1.095,36.45,0.2,0.197,0.96,80.56
BAT004012,LG Chem,LFP,72.59,310.0,32.67,0.99,0.5,58.45,17.1,0.104,0.64,90.96
BAT013426,BYD,LFP,65.02,614.0,10.05,,0.735,,5.0,0.314,1.78,
BAT000535,BYD,NMC,,426.0,19.68,0.5,0.825,54.54,15.4,,0.87,94.04
BAT011267,CATL,NMC,,851.0,23.55,0.5,0.739,59.02,4.9,0.439,3.52,80.96
